"PPN"	"EPN"	"Jahr"	"Titel+Zusatz"	"Verfasser"	"Ort+Verlag"	"Umfang"	"Basisklassifikation"	"Schlagwort"	"ExKommentar4802"	"Schlagwort6800"	"Abrufzeichen8600"	"Signatur"	"Standort"	"URL"	
"254177069"	"1549008102"	"1918"	"Wân"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-4,a<1918>"	"1:KTA"	""	
"254177069"	"1550951254"	"1918"	"Wân"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-4,a<1918>"	"1:KTA"	""	
"254177069"	"1550951262"	"1918"	"Wân"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-4,a<1918;a>"	"1:KTA"	""	
"254177069"	"1550951270"	"1918"	"Wân"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-4,a<1918;a>"	"1:KTA"	""	
"254176984"	"1549008552"	"1918"	"Mārdîn"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-3,b<1918>"	"1:KTA"	""	
"254176984"	"1550957635"	"1918"	"Mārdîn"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-3,b<1918>"	"1:KTA"	""	
"254176887"	"532232976"	"1918"	"Boṣra"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-1,d<1918;a>"	"1:KTA"	""	
"254176887"	"1549009036"	"1918"	"Boṣra"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-1,d<1918>"	"1:KTA"	""	
"254176887"	"1550967010"	"1918"	"Boṣra"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-1,d<1918>"	"1:KTA"	""	
"254176887"	"1550967029"	"1918"	"Boṣra"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-1,d<1918;a>"	"1:KTA"	""	
"254176887"	"1550967037"	"1918"	"Boṣra"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-1,d<1918;b>"	"1:KTA"	""	
"25417678X"	"1549009176"	"1918"	"Ḥamā"	""	"[Berlin]"	"1 Kt."	""	""	""	""	""	"Kart. V 76600-1,c<1918>"	"1:KTA"	""	
"25417678X"	"1550967606"	"1918"	"Ḥamā"	""	"[Berlin]"	"1 Kt."	""	""	""	""	""	"Kart. D 6202-1,c<1918>"	"1:KTA"	""	
"254176771"	"532232658"	"1918"	"Aleppo"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	"74.21$jAsien$XGeographie"	"106230603: Mesopotamien ; ID: gnd/4038788-4; 104584882: Syrien ; ID: gnd/4058794-0"	""	""	""	"Kart. D 6202-1,b<1918>"	"1:KTA"	""	
"254176771"	"1549009346"	"1918"	"Aleppo"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	"74.21$jAsien$XGeographie"	"106230603: Mesopotamien ; ID: gnd/4038788-4; 104584882: Syrien ; ID: gnd/4058794-0"	""	""	""	"Kart. V 76600-1,b<1918>"	"1:KTA"	""	
"254176771"	"155096836X"	"1918"	"Aleppo"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	"74.21$jAsien$XGeographie"	"106230603: Mesopotamien ; ID: gnd/4038788-4; 104584882: Syrien ; ID: gnd/4058794-0"	""	""	""	"Kart. D 6202-1,b<1918;a>"	"1:KTA"	""	
"254176763"	"532231376"	"1918"	"Jerusalem"	""	"[Berlin]"	"1 Kt."	""	""	""	""	""	"Kart. 16835-E"	"1:KTA"	""	
"254176763"	"1549009435"	"1918"	"Jerusalem"	""	"[Berlin]"	"1 Kt."	""	""	""	""	""	"Kart. V 76600-E<1918>"	"1:KTA"	""	
"254176763"	"1550980602"	"1918"	"Jerusalem"	""	"[Berlin]"	"1 Kt."	""	""	""	""	""	"Kart. D 6202-E<1918>"	"1:KTA"	""	
"254176747"	"1549009486"	"1918"	"Damaskus"	""	"[Berlin]"	"1 Kt."	""	""	""	""	""	"Kart. V 76600-D<1918>"	"1:KTA"	""	
"254176747"	"1550979035"	"1918"	"Damaskus"	""	"[Berlin]"	"1 Kt."	""	""	""	""	""	"Kart. D 6202-D<1918>"	"1:KTA"	""	
"254176720"	"532230655"	"1918"	"Ṭarâbulus"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-C<1918;a>"	"1:KTA"	""	
"254176720"	"1549009532"	"1918"	"Ṭarâbulus"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-C<1918>"	"1:KTA"	""	
"254176720"	"155097646X"	"1918"	"Ṭarâbulus"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-C<1918>"	"1:KTA"	""	
"254176720"	"1550976478"	"1918"	"Ṭarâbulus"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-C<1918;a>"	"1:KTA"	""	
"254176526"	"532229983"	"1918"	"Adana"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-B<1918;a>"	"1:KTA"	""	
"254176526"	"1549009621"	"1918"	"Adana"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-B<1918>"	"1:KTA"	""	
"254176526"	"1550969803"	"1918"	"Adana"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. D 6202-B<1918>"	"1:KTA"	""	
"254176526"	"1550969811"	"1918"	"Adana"	""	"[Berlin] : [Königlich Preußische Landesaufnahme, Kartographische Abteilung]"	"1 Karte"	""	""	""	""	""	"Kart. V 76600-B<1918;a>"	"1:KTA"	""	
"06958088X"	"4204430570"	"1918"	"Biredschik"	""	"[Berlin] : Kartogr. Abtlg. der Kgl. Preuß. Landesaufnahme"	"1 Karte"	""	""	""	""	""	"Kart. D 4669-[3]"	"1:KTA"	""	
"069580871"	"4204430538"	"1918"	"Mar'asch"	""	"[Berlin] : Kartogr. Abtlg. der Kgl. Preuß. Landesaufnahme"	"1 Karte"	""	""	""	""	""	"Kart. D 4669-[2]"	"1:KTA"	""	
"069580863"	"4204430414"	"1918"	"Membidsch"	""	"[Berlin] : Kartogr. Abtlg. der Kgl. Preuß. Landesaufnahme"	"1 Karte"	""	""	""	""	""	"Kart. D 4669-[1]"	"1:KTA"	""	
"069576017"	"3828626068"	"1918"	"Kût el-Amüara"	""	"[Berlin] : Kg. Preuß. Landesaufnahme"	"1 Kt"	""	""	""	""	""	"Kart. D 6450-9"	"1:KTA"	""	
"069575339"	"1720695318"	"1918"	"Taschkent"	""	"[Berlin] : Kgl. Preuß. Landesaufnahme"	"1 Kt."	""	""	""	""	""	"Kart. D 2295-4"	"1:KTA"	""	
"069575320"	"1720695008"	"1918"	"Kazalinsk"	""	"[Berlin] : Kgl. Preuß. Landesaufnahme"	"1 Kt"	""	""	""	""	""	"Kart. D 2295-3"	"1:KTA"	""	
"069575312"	"1720695199"	"1918"	"Meschhed"	""	"[Berlin] : Kgl. Preuß. Landesaufnahme"	"1 Kt"	""	""	""	""	""	"Kart. D 2295-2"	"1:KTA"	""	
"069575304"	"1720694907"	"1918"	"Chiwa"	""	"[Berlin] : Kgl. Preuß. Landesaufnahme"	"1 Kt."	""	""	""	""	""	"Kart. D 2295-1"	"1:KTA"	""	
"031308112"	"3818402264"	"1918"	""	""	"[Berlin] : Kartogr. Abteilung der Kgl. Preuß. Landesaufnahme"	"1 Kt."	""	""	""	""	""	"Kart. D 6750"	"1:KTA"	""	
"031308104"	"3818401837"	"1918"	""	""	"[Berlin] : Kartogr. Abteilung der Kgl. Preuß. Landesaufnahme"	"1 Karte"	""	""	""	""	""	"Kart. D 6750-1"	"1:KTA"	""	
"1837799598"	"4281480218"	"1917"	"Bāghdād : Turkey in Asia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-2,C"	"1:KTA"	""	
"1837799334"	"4281479740"	"1917"	"Irāq : Turkey in Asia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-2,K"	"1:KTA"	""	
"1837797439"	"4281476776"	"1917"	"Provinces of Irāq & Luristan : Persia & Turkey in Asia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-2,L"	"1:KTA"	""	
"1837797021"	"428147613X"	"1917"	"Luristān & Kirmānshāh Provinces : Persia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-2,O"	"1:KTA"	""	
"1837796904"	"4281475877"	"1917"	"Provinces of Irāq, Luristān & Arabistān : Persia & Turkey in Asia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-2,P"	"1:KTA"	""	
"1837796459"	"4281474986"	"1917"	"Part of Irāq : Turkey in Asia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-3,I"	"1:KTA"	""	
"1837795037"	"4281472436"	"1917"	"Parts of Irāq and Arabistān : Turkey in Asia and Persia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-3,M"	"1:KTA"	""	
"1837793549"	"4281469966"	"1917"	"Parts of Irāq and Kuwait : Turkey in Asia and Arabia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-3,N"	"1:KTA"	""	
"1837793379"	"4281468943"	"1917"	"Irāq & Arabistān Provinces : Turkey in Asia and Persia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-10,B"	"1:KTA"	""	
"1837788073"	"4281184694"	"1917"	"Parts of Kuwait, Iraq and Arabistan : Arabia, Turkey in Asia and Persia"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 3970-10,C"	"1:KTA"	""	
"183045000X"	"4244487239"	"1917"	"[Sedil-Bahr]"	""	"[Türkei?] : [Verlag nicht ermittelbar]"	"1 Karte"	""	""	""	""	""	"Kart. D 4657-6,24"	"1:KTA"	""	
"1830439057"	"4244438963"	"1917"	"[Pitnahor]"	""	"[Türkei?] : [Verlag nicht ermittelbar]"	"1 Karte"	""	""	""	""	""	"Kart. D 4657-25,12"	"1:KTA"	""	
"1820338339"	"4204397212"	"1917"	"Topographische und physikalische Karte von Palästina : compiled from the Palestine exploration fund surveys and other authorities"	""	"[Wien] : [K.k. militärgeogr. Institut]"	"1 Karte auf 4 Blättern"	""	""	""	""	""	"Kart. D 7119"	"1:KTA"	""	
"1817777629"	"4193315339"	"1917"	"Wegekarte von Palästina"	""	"[Berlin] : [Kartogr. Abt. d. Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 7122"	"1:KTA"	""	
"1810994004"	"4170891511"	"1917"	"Map of part of Kurdistan : illustrating the journeys and researches of Mr. Consul Taylor"	""	"[Berlin] : Kartogr. Abteilung der Kgl. Preuss. Landesaufnahme"	"1 Karte"	""	""	""	""	""	"Kart. D 6161"	"1:KTA"	""	
"1808643550"	"4159164986"	"1917"	"Von Hauidje bis Berge Máadid"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-23"	"1:KTA"	""	
"1808628799"	"4159164609"	"1917"	"Von Bahridj bis Uadi Haurani"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-25"	"1:KTA"	""	
"1808609549"	"4159164439"	"1917"	"Von Choda bis Hit"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-27"	"1:KTA"	""	
"1808605888"	"4159164404"	"1917"	"Von Dibbann bis Abu Gharibb"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-31"	"1:KTA"	""	
"1808022777"	"4157179609"	"1917"	"Übersichtskarte des Euphrat von Djerablus bis Redwanije und Entfernungen : zwischen den wichtigsten Punkten gemessen auf der Hauptschiffahrtslinie"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-Ü"	"1:KTA"	""	
"1807838005"	"4156714950"	"1917"	"Wasserstandskurven 1915 und 1916 : gemessen am Pegel der Eisenbahnbrücke bei Djerablus"	""	"[Berlin] : Admiralstab der Marine"	"1 grafische Darstellung"	""	""	""	""	""	"2'@Kart. D 6399-W"	"1:KTA"	""	
"1807837874"	"4156714691"	"1917"	"Gegend Abu Gharibb bis Redwanije"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-32"	"1:KTA"	""	
"1807837750"	"4156714535"	"1917"	"Von Fadahm bis Dibbann"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-30"	"1:KTA"	""	
"1807837696"	"4156714411"	"1917"	"Von Tarabcha bis Fadahm"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-29"	"1:KTA"	""	
"1807837602"	"4156714314"	"1917"	"Von Hit bis Tarabcha"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-28"	"1:KTA"	""	
"1807837513"	"4156714209"	"1917"	"Von Uadi Haurani bis Choda"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-26"	"1:KTA"	""	
"1807837335"	"4156713946"	"1917"	"Von Máadid bis Báhridj"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-24"	"1:KTA"	""	
"1807837203"	"4156713687"	"1917"	"Von Hchalaui bis Hauidje"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-22"	"1:KTA"	""	
"1807837106"	"4156713598"	"1917"	"Von Sultan Hassan bis Hchalaui"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-21"	"1:KTA"	""	
"1807837092"	"4156713520"	"1917"	"Von Tell Karable bis Sultan Hassan"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-20"	"1:KTA"	""	
"1807837017"	"4156713393"	"1917"	"Von Schscháhfä bis Karable"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-19"	"1:KTA"	""	
"1807836975"	"4156713288"	"1917"	"Von Kischla Salhije bis Schscháhfä"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-18"	"1:KTA"	""	
"180783669X"	"4156712834"	"1917"	"Von Schwähd Rcharrbih bis Kischla Salhije"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-17"	"1:KTA"	""	
"1807836282"	"4156711765"	"1917"	"Von Mejadin bis Schwähd Rcharrbih"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-16"	"1:KTA"	""	
"1807836223"	"4156711560"	"1917"	"Von Ssobha bis Mejadin"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-15"	"1:KTA"	""	
"1807836193"	"4156711501"	"1917"	"Von Därr Sorr bis Ssobha"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-14"	"1:KTA"	""	
"1807836169"	"4156711455"	"1917"	"Von Albu Särraij bis Därr Sorr"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-13"	"1:KTA"	""	
"1807836126"	"4156711390"	"1917"	"Von Zelebije bis Albu Särraij"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-12"	"1:KTA"	""	
"1807836126"	"4157279999"	"1917"	"Von Zelebije bis Albu Särraij"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-12<a>"	"1:KTA"	""	
"1807836029"	"4156711277"	"1917"	"Von Sueda bis Zelebije"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-11"	"1:KTA"	""	
"1807836029"	"4157280431"	"1917"	"Von Sueda bis Zelebije"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-11<a>"	"1:KTA"	""	
"1807835936"	"4156711129"	"1917"	"Von Abu'l Hehmarr bis Sueda"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-10"	"1:KTA"	""	
"1807835936"	"4157281241"	"1917"	"Von Abu'l Hehmarr bis Sueda"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-10<a>"	"1:KTA"	""	
"1807835901"	"4156711064"	"1917"	"Von Billüchh-Mündung bis Abu'l Hehmarr"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-9"	"1:KTA"	""	
"1807835901"	"4157281438"	"1917"	"Von Billüchh-Mündung bis Abu'l Hehmarr"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-9<a>"	"1:KTA"	""	
"1807835170"	"415670954X"	"1917"	"Haragla bis Billüchh-Mündung"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-8"	"1:KTA"	""	
"1807835170"	"4157281527"	"1917"	"Haragla bis Billüchh-Mündung"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-8<a>"	"1:KTA"	""	
"1807835146"	"4156709523"	"1917"	"Von Hänehda bis Haragla"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-7"	"1:KTA"	""	
"1807835146"	"4157281608"	"1917"	"Von Hänehda bis Haragla"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-7<a>"	"1:KTA"	""	
"1807835138"	"4156709507"	"1917"	"Von Tell el Ferej bis Gegend Hänehda"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-6"	"1:KTA"	""	
"1807835138"	"4157281713"	"1917"	"Von Tell el Ferej bis Gegend Hänehda"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-6<a>"	"1:KTA"	""	
"180783509X"	"4156709426"	"1917"	"Gegend Kalat Balis bis Tell el Ferej"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-5"	"1:KTA"	""	
"180783509X"	"4157281772"	"1917"	"Gegend Kalat Balis bis Tell el Ferej"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-5<a>"	"1:KTA"	""	
"1807835049"	"4156709388"	"1917"	"Von Tell el Oburr bis Ruinen Kalat Balis"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-4"	"1:KTA"	""	
"1807835049"	"4157281888"	"1917"	"Von Tell el Oburr bis Ruinen Kalat Balis"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-4<a>"	"1:KTA"	""	
"1807835022"	"415670937X"	"1917"	"Berge Ssandalije bis Tell el Oburr"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-3"	"1:KTA"	""	
"1807835022"	"4157281934"	"1917"	"Berge Ssandalije bis Tell el Oburr"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-3<a>"	"1:KTA"	""	
"1807834956"	"4156709353"	"1917"	"Berge Karra Kossach bis Berge Ssandalije"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-2"	"1:KTA"	""	
"1807834956"	"4157282027"	"1917"	"Berge Karra Kossach bis Berge Ssandalije"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-2<a>"	"1:KTA"	""	
"1807834921"	"4156709337"	"1917"	"Djerablus bis zu den Bergen Karra Kossach"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-1"	"1:KTA"	""	
"1807834921"	"4157280245"	"1917"	"Djerablus bis zu den Bergen Karra Kossach"	""	"[Berlin] : Admiralstab der Marine"	"1 Karte"	""	""	""	""	""	"2'@Kart. D 6399-1<a>"	"1:KTA"	""	
"1804247367"	"4139212098"	"1917"	"Umgebungskarte von Jerusalem : durchlichtet u. gedruckt nach der Karte von E. Pestalozzi-Pfyffer"	""	"[Berlin?] : [Vermessungs-Abt. 27]"	"1 Karte"	""	""	""	""	""	"Kart. D 7338/50"	"1:KTA"	""	
"1794168966"	"4076457404"	"1917"	"Übersichtskarte der Eisenbahnen des Osmanischen Reiches : 1:1 500 000 : Konstantinopel, 1. November 1917"	""	"[S.l.]"	"1 Karte"	""	""	""	""	""	"Kart. D 4668"	"1:KTA"	""	
"179400579X"	"4075431843"	"1917"	"Übersichtskarte der syrischen und Hedjasbahnen"	""	"[Damaskus] : [Eisenbahn-Linien-Oberkommissariat]"	"1 Karte"	""	""	""	""	""	"Kart. D 6744"	"1:KTA"	""	
"1780504780"	"4015258339"	"1917"	"Routenaufnahme zu Pferd mit Kompass und Uhr : [von Bagsai in Mesopotamien nordwärts in das Gebiet des Puscht-i-Kuh]"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"2 Karten auf 2 Blättern"	""	""	""	""	""	"Kart. D 9705/2"	"1:KTA"	""	
"1780503520"	"4015249984"	"1917"	"[Routenaufnahme zwischen Bedre in Mesopotamien in dem Lager des Wali von Puscht-i-Kuh]"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte auf 2 Blättern"	""	""	""	""	""	"Kart. D 9705"	"1:KTA"	""	
"1777246601"	"4001489538"	"1917"	"Karte von Palästina"	""	"[Deutschland?] : [Vermessungs-Abt. 27]"	"1 Karte"	""	""	""	""	""	"Kart. D 7119/10-[3]"	"1:KTA"	""	
"177724515X"	"4001485893"	"1917"	"Palästina-Karte : Nördl. Teil"	""	"[Deutschland?] : [Vermessungs-Abt. 27]"	"1 Karte"	""	""	""	""	""	"Kart. D 7119/10-[2]"	"1:KTA"	""	
"1777067731"	"4000984977"	"1917"	""	""	"[Cairo] : Survey of Egypt"	"1 Karte"	""	""	""	""	""	"Kart. D 7118-[2]"	"1:KTA"	""	
"1775497097"	"3996605811"	"1917"	"Krokis over marchrouten Diwanie-Samawa-Nasrie-Kut el Hai : optaget fra hest under marchen ved ur og kompas i Februar 1911"	""	"[Berlin] : [Königlich Preußische Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 6315/100"	"1:KTA"	""	
"1772576603"	"3984890168"	"1917"	"[Routenkarte der Gegend Kerkûk - Suleimānîje - Penģwin - Kifri - Hānegîn - Kerind - Mendelî - Ba'qûbā]"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte auf 2 Blättern"	""	""	""	""	""	"Kart. D 6205"	"1:KTA"	""	
"1760691690"	"3938953462"	"1917"	"Uhr-Taschenkompass Aufnahme 14. Juli - 15. Aug. 1916 : [in der Gegend südwestlich, südlich und südöstlich von Chanekin, bis Kisrabad, Schahrabân, Mendeli, Harunabad, Manischt-i-Kuh] : Deutsche Irak-Gruppe, Kartogr. Abt., Leutnant Preusser"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte auf 4 Blättern"	""	""	""	""	""	"Kart. D 6303"	"1:KTA"	""	
"176069102X"	"3938952393"	"1917"	"Routier Bedre-Kut v. 10. u. 11. Dez. 1916, Preusser Lt."	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 6298"	"1:KTA"	""	
"1760690856"	"3938952008"	"1917"	"Routier: Bagdad-Diala Fähre-Bahris-Beled Rûs-Mendeli : 9.-14. Nov. 1916, Preusser Lt."	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte auf 3 Blättern"	""	""	""	""	""	"Kart. D 6285"	"1:KTA"	""	
"1760690694"	"3938951516"	"1917"	"Routenaufnahme zu Pferd mit Uhr und Kompass : [in der Gegend von Bedre, Dschessan, Bagsai und Puscht-i-Kuh] : 5. Februar 1917"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 6298/5"	"1:KTA"	""	
"1760690422"	"393895115X"	"1917"	"Routenaufnahme zu Pferd mit Kompass und Uhr : [in der Gegend von Dschessan, Mesopotamien] : Bedre, 19. Jan. 1917"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 6316"	"1:KTA"	""	
"1760689882"	"3938950536"	"1917"	"P. Route Nimrud-Hägel : Jan. 1909"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 6448"	"1:KTA"	""	
"1760689653"	"3938950234"	"1917"	"Leutnant Preusser's Route Mendeli-Bedre : Dez. 1916"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 6431/1"	"1:KTA"	""	
"1760689505"	"3938949996"	"1917"	"Leutnant Preußer's Route Kisrabad-Kara Tepe : 6. März 1917"	""	"[Berlin] : [Kgl. Preuss. Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. D 6418"	"1:KTA"	""	
