"PPN"	"EPN"	"Jahr"	"Titel+Zusatz"	"Verfasser"	"Ort+Verlag"	"Umfang"	"Basisklassifikation"	"Schlagwort"	"ExKommentar4802"	"Schlagwort6800"	"Abrufzeichen8600"	"Signatur"	"Standort"	"URL"	
"1761445685"	"3941930362"	"1928"	"Rand McNally official auto road map Wisconsin"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 11025"	"1:KTA"	""	
"1761444913"	"3941928562"	"1928"	"Rand McNally official auto road map of Texas"	""	"Chicago; New York : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 10628"	"1:KTA"	""	
"1761444654"	"3941927930"	"1928"	"Rand McNally official auto road map of Oregon : Washington"	""	"Chicago; New York : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 9570"	"1:KTA"	""	
"1761444174"	"3941926993"	"1928"	"Rand McNally official auto road map Ohio"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 9432"	"1:KTA"	""	
"1761442988"	"3941924168"	"1928"	"Rand McNally official auto road map North Carolina South Carolina"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 6412"	"1:KTA"	""	
"1761441884"	"3941921290"	"1928"	"Rand McNally official auto road map of New York"	""	"Chicago; New York : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 9259"	"1:KTA"	""	
"1761441604"	"394192057X"	"1928"	"Rand McNally official auto road map Missouri"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 9049"	"1:KTA"	""	
"1761441396"	"3941920006"	"1928"	"Rand McNally official auto road map Missouri"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 8646"	"1:KTA"	""	
"1761441396"	"4270122382"	"1928"	"Rand McNally official auto road map Missouri"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 8646<a>"	"1:KTA"	""	
"1761441191"	"394191944X"	"1928"	"Rand McNally official auto road map Minnesota"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 8440"	"1:KTA"	""	
"1761441051"	"3941918974"	"1928"	"Rand McNally official auto road map Michigan"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 8343"	"1:KTA"	""	
"1761440802"	"394191832X"	"1928"	"Rand McNally official auto road map Massachusetts, Connecticut, Rhode Island"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 8241"	"1:KTA"	""	
"1761440357"	"3941917277"	"1928"	"Rand McNally official auto road map Maine : New Hampshire, Vermont"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 7988"	"1:KTA"	""	
"1761440101"	"3941916769"	"1928"	"Rand McNally official auto road map Louisiana : Mississippi"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 7856"	"1:KTA"	""	
"1761439367"	"3941914731"	"1928"	"Rand McNally official auto road map Kansas : Nebraska"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 7414"	"1:KTA"	""	
"1761439219"	"3941914081"	"1928"	"Rand McNally official auto road map Indiana"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 7271"	"1:KTA"	""	
"1761438948"	"3941913433"	"1928"	"Rand McNally official auto road map Illinois : Wyoming"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 7250"	"1:KTA"	""	
"1761438719"	"3941912879"	"1928"	"Rand McNally official auto road map Idaho : Wyoming"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 7072"	"1:KTA"	""	
"1761438433"	"3941912232"	"1928"	"Rand McNally official auto road map Florida"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 6834"	"1:KTA"	""	
"1761438123"	"3941911708"	"1928"	"Rand McNally official detailed auto road map of Long Island and vicinity"	""	"Chicago; New York : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 7732"	"1:KTA"	""	
"1761437704"	"3941910892"	"1928"	"Rand McNally official auto road map Delaware, Maryland, Virginia"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 6746"	"1:KTA"	""	
"1761431765"	"3941893815"	"1928"	"Rand McNally official auto road map Colorado : Uta"	""	"Chicago : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 6536"	"1:KTA"	""	
"1761431110"	"394189224X"	"1928"	"Rand McNally official auto road map of Chicago and vicinity"	""	"Chicago; New York : Rand McNally & Co"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 6478"	"1:KTA"	""	
"1761430076"	"394188994X"	"1928"	"Rand McNally official auto road map Arkansas : Oklahoma"	""	"Chicago : Rand McNally & Co."	"1 Karte"	""	""	""	""	""	"8'@Kart. R 6141"	"1:KTA"	""	
"1761429574"	"3941888889"	"1928"	"Rand McNally official auto road map Alabama : Georgia"	""	"Chicago : Rand McNally"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 5929"	"1:KTA"	""	
"1760117528"	"3936300569"	"1928"	"Quebec and the Maritime Provinces"	""	"[Ottawa] : Department of the Interior, Natural Resoures Intelligence Service"	"1 map"	""	""	""	""	""	"Kart. R 2581"	"1:KTA"	""	
"1759283789"	"3933516757"	"1928"	"Pulp & paper map of Canada : showing location of plants, names of companies and products manufactured"	""	"[Ottawa] : Department of the Interior"	"1 map"	""	""	""	""	""	"Kart. R 2241"	"1:KTA"	""	
"1759050334"	"3931783804"	"1928"	"Radiotelegraph and radiotelephone stations operated as radio aids to navigation in the Dominion of Canada"	""	"[Ottawa] : Dept. of Marine and Fisheries"	"1 map"	""	""	""	""	""	"Kart. R 2245"	"1:KTA"	""	
"1757618074"	"3927407690"	"1928"	"The Ports of Norfolk, Portsmouth, Newport News en Hampton Roads, Virginia USA"	""	"New York : C. S. Hammond & Co."	"1 Karte"	""	""	""	""	""	"Kart. R 9325"	"1:KTA"	""	
"1757532803"	"3925832203"	"1928"	"Post route map of the state of Michigan : showing post offices with the intermediate distances on mail routes in operation on the 1st of August 1927"	""	"[Washington, D.C.] : Post Office Dept., United States of America"	"1 Karte"	""	""	""	""	""	"Kart. R 8342"	"1:KTA"	""	
"1757522344"	"3925086609"	"1928"	"Lima"	""	"[Lima] : Servicio Geográfico"	"1 Karte"	""	""	""	""	""	"Kart. R 18552"	"1:KTA"	""	
"1757003983"	"3921755905"	"1928"	"Peru : red general de carreteros y ferrocariles"	""	"[Lima]"	"1 Karte"	""	""	""	""	""	"Kart. R 18496"	"1:KTA"	""	
"1756601526"	"3919853547"	"1928"	"Huron and Ottawa Territory : showing the districts of Parry Sound, Muskoka and part of Nipissing, county of Haliburton etc."	""	"[Canada] : Department of Surveys"	"1 Karte"	""	""	""	""	""	"Kart. R 2351"	"1:KTA"	""	
"1752654870"	"3896696289"	"1928"	"Ontario"	""	"[Ottawa]"	"1 Karte"	""	""	""	""	""	"Kart. R 2550/5"	"1:KTA"	""	
"1752302745"	"3893550143"	"1928"	"Oil map of Eastern Venezuela : State of Anzoategui : showing location of concessions, their ownership and development"	""	"New York : International Map Company Inc."	"1 Karte"	""	""	""	""	""	"Kart. R 15562"	"1:KTA"	""	
"1752302680"	"3893549935"	"1928"	"Oil map of Venezuela : Maracaibo-Falcon area : showing location of concessions, their ownership and development"	""	"New York : International Map Company Inc."	"1 Karte"	""	""	""	""	""	"Kart. R 15561/50"	"1:KTA"	""	
"1752302656"	"3893549765"	"1928"	"Oil map of State of Monagas : Venezuela : showing concessions, ownership and development"	""	"New York : International Map Company Inc."	"1 Karte"	""	""	""	""	""	"Kart. R 15642"	"1:KTA"	""	
"1752302567"	"3893549587"	"1928"	"Oil map of state of Guarico, Venezuela : showing concessions, ownership and development"	""	"New York : International Map Company Inc."	"1 Karte"	""	""	""	""	""	"Kart. R 15633/25"	"1:KTA"	""	
"1752301889"	"3893547975"	"1928"	"Oil map of Infantas-Sogamoso-Lebrija area : Colombia"	""	"New York : International Map Co."	"1 Karte"	""	""	""	""	""	"Kart. R 15331"	"1:KTA"	""	
"1752301420"	"389354707X"	"1928"	"Oil map of Colombia"	""	"New York : International Map Co."	"1 Karte"	""	""	""	""	""	"Kart. R 15244"	"1:KTA"	""	
"1751905721"	"3891332521"	"1928"	"Wheat series"	""	"[Ottawa] : Dept. of the Interior"	"2 Karten"	""	""	""	""	""	"Kart. R 2239-10/11"	"1:KTA"	""	
"1751848728"	"389106702X"	"1928"	""	""	"Wellington : Department of Lands and Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 24161-36/37"	"1:KTA"	""	
"1751848590"	"3891066783"	"1928"	""	""	"Wellington : Department of Lands and Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 24161-35"	"1:KTA"	""	
"1751848493"	"3891066503"	"1928"	""	""	"Wellington : Department of Lands and Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 24161-34"	"1:KTA"	""	
"1751848450"	"3891066325"	"1928"	""	""	"Wellington : Department of Lands and Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 24161-33"	"1:KTA"	""	
"1751845052"	"3891058039"	"1928"	""	""	"Wellington : Department of Lands and Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 24161-2"	"1:KTA"	""	
"1745825924"	"3843446814"	"1928"	"Mene Grande - Misoa Area"	""	"New York : International Map Company"	"1 Karte"	""	""	""	""	""	"Kart. R 15637"	"1:KTA"	""	
"1744848246"	"3838674111"	"1928"	"Meat packing map of Canada showing location of plans, names of companies and products produced"	""	"[Ottawa] : [Natural Resources Intelligence Service]"	"1 Karte"	""	""	""	""	""	"Kart. R 2242/2"	"1:KTA"	""	
"1744279527"	"3833918969"	"1928"	"List of maps, plans, reports and other publications of the Mines Department of Victoria"	""	"[Melbourne] : [Mines Dept. of Victoria]"	"27 Seiten"	""	""	""	""	""	"4'@Kart. R 27977<1928>"	"1:KTA"	""	
"1744146950"	"3831483108"	"1928"	"Mapa comercial de la República de Nicaragua"	""	"New York : Richard Mayer"	"1 Karte"	""	""	""	""	""	"Kart. R 12587"	"1:KTA"	""	
"1744146500"	"3831482365"	"1928"	"Mapa comercial de la Republica de Colombia"	""	"New York : [G. G. & G. Research Co.]"	"1 Karte"	""	""	""	""	""	"Kart. R 15221"	"1:KTA"	""	
"1743052960"	"3826268105"	"1928"	"Mapa físico y político de los Estados Unidos de Venezuela"	""	"Caracas : Litografia del Comercio"	"1 Karte auf 4 Blättern"	""	""	""	""	""	"Kart. R 15555/12"	"1:KTA"	""	
"1743052308"	"3826266765"	"1928"	"Mapa de los Ferrocarriles Nacionales de Mexico (National Railways of Mexico) : F.C. Interoceanico de Mexico, F.C. Mexicano del Sur, F.C. Nacional de Tehuantepec y sus conexiones"	""	"[Mexico] : Ferrocarriles Nacionales de Mexico"	"1 Karte"	""	""	""	""	""	"Kart. R 11700"	"1:KTA"	""	
"1743014201"	"3826166450"	"1928"	"Map of the Dominion of Canada : showing location of tobacco producing areas, experimental stations [and] manufacturing centres"	""	"[Ottawa] : Dept. of the Interior"	"1 map"	""	""	""	""	""	"Kart. R 2242"	"1:KTA"	""	
"1742404804"	"3821436441"	"1928"	"Topographic map of Salton Sea and vicinity"	""	"[Washington, D.C.] : Dept. of the Interior, U.S. Geological Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 10204"	"1:KTA"	""	
"1742327435"	"3820674535"	"1928"	"Topographic map of Mesa Verde National Park : Montezuma County, Colorado"	""	"[Washington, D.C.] : The Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 8283"	"1:KTA"	""	
"1742150225"	"3818219257"	"1928"	"Map of Colombia, Venezuela, Ecuador and Panamá"	""	"New York : International Surveyors"	"1 Karte"	""	""	""	""	""	"Kart. R 15152"	"1:KTA"	""	
"1741667607"	"381587436X"	"1928"	"Map of Slave River : Ft. Smith to Resolution, Northwest Territories"	""	"Ottawa : Topographical Survey of Canada"	"1 Karte"	""	""	""	""	""	"Kart. R 2653"	"1:KTA"	""	
"1741555280"	"3815422035"	"1928"	"Western sheet"	""	"Ottawa : Topographical Survey of Canada"	"1 Karte"	""	""	""	""	""	"Kart. R 2652-W"	"1:KTA"	""	
"1741536472"	"3815339537"	"1928"	"Map showing salmon canneries in British Columbia"	""	"[Ottawa] : Dept. of the Interior"	"1 Karte"	""	""	""	""	""	"Kart. R 2340"	"1:KTA"	""	
"1741253187"	"3813724433"	"1928"	"Map of Reindeer Lake Area, Lower Churchill District, Manitoba and Saskatchewan"	""	"Ottawa : Department of the Interior, Topographical Survey of Canada"	"1 Karte"	""	""	""	""	""	"Kart. R 2584/60"	"1:KTA"	""	
"1741015014"	"381220665X"	"1928"	"Map of Lake Athabaska and connecting waterways"	""	"Ottawa : Topographical Survey of Canada"	"1 map"	""	""	""	""	""	"Kart. R 2302"	"1:KTA"	""	
"1741005388"	"3812148196"	"1928"	"Map of the Antarctic"	""	"New York : The Society"	"1 map on 4 sheets"	""	""	""	""	""	"Kart. R 26856"	"1:KTA"	""	
"1741005388"	"381214820X"	"1928"	"Map of the Antarctic"	""	"New York : The Society"	"1 map on 4 sheets"	""	""	""	""	""	"8'@Kart. R 26856"	"1:KTA"	""	
"174095971X"	"3812078740"	"1928"	"Physical map of Canada"	""	"[Ottawa] : Dept. of the Interior, Natural Resources Intelligence Service"	"1 Karte"	""	""	""	""	""	"Kart. R 2150"	"1:KTA"	""	
"1740752821"	"3811169491"	"1928"	"Map of part of north, central & south Otago, New Zealand"	""	"Wellington, N.Z : N.Z. Lands and Survey Dept"	"1 Karte"	""	""	""	""	""	"Kart. R 24156"	"1:KTA"	""	
"1740312236"	"3810321842"	"1928"	"Map showing oil concessions, development, etc on eastern shore of Lake Maracaibo, Venezuela"	""	"New York : International Map Co."	"1 Karte"	""	""	"Revision IIIC 2023"	""	""	"Kart. R 15635"	"4:KTA"	""	
"173911096X"	"3806871876"	"1928"	"Manitoba, Saskatchewan and Alberta"	""	"[Ottawa] : Dept. of the Interior"	"1 map"	""	""	""	""	""	"Kart. R 2424"	"1:KTA"	""	
"1735463280"	"3779717018"	"1928"	"Mappa topographica do terreno entre Serra do Mar e Santos (Brasil) : feita pelos levantamentos aereos"	""	"[S.l.]"	"1 Karte"	""	""	""	""	""	"Kart. R 16932"	"1:KTA"	""	
"1729034160"	"3747457495"	"1928"	"Mapa de la provincia de Buenos Aires : con el catastro de las propiedades rurales"	""	"Buenos Aires : Oficina Cartográfica 'Ludwig'"	"1 Karte auf 4 Blättern"	""	""	""	""	""	"Kart. R 17547"	"1:KTA"	""	
"1726095029"	"3735259405"	"1928"	"Land classification of the central Great Plains : Part 1-5"	""	"[Washington, D.C.] : Geological Survey"	"1 Karte auf 5 Blättern"	""	""	"Text"	""	""	"8'@Kart. R 3795"	"1:KTA"	""	
"1726095029"	"4252461782"	"1928"	"Land classification of the central Great Plains : Part 1-5"	""	"[Washington, D.C.] : Geological Survey"	"1 Karte auf 5 Blättern"	""	""	"Karte"	""	""	"Kart. R 3795"	"1:KTA"	""	
"1700501372"	"3686617579"	"1928"	"Infantas-Sogamos area"	""	"New Yor : International Map & Co."	"1 Karte"	""	""	""	""	""	"Kart. R 15332"	"1:KTA"	""	
"1698478240"	"3668248044"	"1928"	"Physical Wall Map Series : United States"	""	"Chicago, New York : Rand Mc. Nally"	"1 Karte"	""	""	""	""	""	"Kart. R 3727"	"1:KTA"	""	
"1698477996"	"3668247390"	"1928"	"Physical Wall Map Series : South America"	""	"Chicago, New York : Rand Mc. Nally"	"1 Karte"	""	""	""	""	""	"Kart. R 14424/3"	"1:KTA"	""	
"1698475888"	"3668241120"	"1928"	"Physical Wall Map Series : North America"	""	"Chicago, New York : Rand Mc. Nally"	"1 Karte"	""	""	""	""	""	"Kart. R 812"	"1:KTA"	""	
"1694327582"	"3621140220"	"1928"	"Kootenay Park : west of fifth meridian"	""	"Ottawa : The Survey"	"1 map"	""	""	""	""	""	"Kart. R 2478"	"1:KTA"	""	
"1687324859"	"3575135509"	"1928"	"Estados de la América central : nuevo mapa fisico, politico y economico"	""	"Paris : [J. Forest]"	"1 Karte"	""	""	""	""	""	"Kart. R 11288"	"1:KTA"	""	
"1681679582"	"3539163956"	"1928"	"Carta geográfica del Departamento del Huila"	""	"Bogotá : Ministerío de Relaciones Exteriores"	"1 map"	""	""	""	""	""	"Kart. R 15330"	"1:KTA"	""	
"1678940623"	"3523019192"	"1928"	"Detail map of LaRosa-Ambrosio fields"	""	"New York : International Map Co."	"1 Karte"	""	""	""	""	""	"Kart. R 15646"	"1:KTA"	""	
"1670458024"	"3502518491"	"1928"	"Pueblo Colo. to Cheyenne Wyo."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-131"	"1:KTA"	""	
"1670456137"	"3502513333"	"1928"	"Kansas City, Mo. to Moline, Ill."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-105"	"1:KTA"	""	
"1670455971"	"3502512914"	"1928"	"Wichita, Kan. to Kansas City, Mo."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-104"	"1:KTA"	""	
"1670454975"	"3502509514"	"1928"	"Muskogee, Okla. to Belleville, Ill."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-51"	"1:KTA"	""	
"1670454908"	"3502509271"	"1928"	"Birmingham, Ala. to Pensacola, Fla."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-50"	"1:KTA"	""	
"1670454738"	"3502508860"	"1928"	"Nashville, Tenn. to Birmingham, Ala."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-49"	"1:KTA"	""	
"1670454460"	"3502508178"	"1928"	"Dayton, Ohio to Mt. Clemens, Mich."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-47"	"1:KTA"	""	
"1670454207"	"3502507678"	"1928"	"Uniontown, Pittsburgh, Pa. to Cleveland, O. and Mt. Clemens, Mich."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-45"	"1:KTA"	""	
"167045407X"	"3502507325"	"1928"	"Rantoul, Ill. to Mt. Clemens, Mich."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-44"	"1:KTA"	""	
"1670452115"	"3502499551"	"1928"	"San Diego, Cal. to Tucson, Ariz."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-38"	"1:KTA"	""	
"1670451690"	"3502498210"	"1928"	"Elko to Reno, Nev."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-34"	"1:KTA"	""	
"1670451135"	"3502496935"	"1928"	"Dryden to El Paso, Texas"	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-29"	"1:KTA"	""	
"1670450619"	"3502495793"	"1928"	"Muskogee, Oklahoma to Ft. Worth and Dallas, Texas"	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-25"	"1:KTA"	""	
"1670450406"	"3502495378"	"1928"	"Kansas City, Mo. to Muskogee, Okla."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-24"	"1:KTA"	""	
"167045021X"	"3502494827"	"1928"	"Chicago, Ill. to St. Louis, Mo."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-22"	"1:KTA"	""	
"1670449742"	"3502493561"	"1928"	"Augusta, Ga. to Fayetteville, N.C."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-16"	"1:KTA"	""	
"1670449688"	"3502493383"	"1928"	"Montgomery, Alabama to Augusta, Georgia"	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-15"	"1:KTA"	""	
"1670449386"	"3502492743"	"1928"	"Cheyenne to Rock Springs, Wyoming"	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-13"	"1:KTA"	""	
"1670449122"	"3502491984"	"1928"	"North Platte, Neb. to Cheyenne, Wyo."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-12"	"1:KTA"	""	
"1670448606"	"3502490902"	"1928"	"New Orleans, LA. to Montgomery, ALA."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-8"	"1:KTA"	""	
"1670448045"	"3502489858"	"1928"	"Dayton, Ohio to Rantoul, Ill."	""	"Washington : Engineer Reproduction Plant, U.S. Army"	"1 Karte"	""	""	""	""	""	"Kart. R 4741-5"	"1:KTA"	""	
"133758066X"	"3516232455"	"1928"	"Navigational chart of the Antarctic"	""	"New York, NY : American Geographical Society"	"1 Kt."	""	""	""	""	""	"Kart. R 26858"	"1:KTA"	""	
"1179542533"	"448519542"	"1928"	"The 'Norvegia'-Expedition and Bouvet Island"	"Aagaard, Bjarne"	"Oslo : Norges Handels og Sjøfartstidendes Tr."	"36 Seiten"	""	""	""	""	""	"8'@Kart. R 27700"	"1:KTA"	""	
"1015787754"	"1759262927"	"1928"	"Northern Alberta : map showing disparition of the lands"	""	""	"1 Karte"	""	""	""	""	""	"Kart. R 2290<14>"	"1:KTA"	""	
"1013988507"	"1750707462"	"1928"	"Alabama"	"Hassan, A.F."	"S.l."	"1 Karte"	""	""	""	""	""	"Kart. R 5925"	"1:KTA"	""	
"1010068466"	"1738179761"	"1928"	"British Columbia"	""	"[Ottawa] : Deptartment of the Interior"	"1 Karte"	""	""	""	""	""	"Kart. R 2339"	"1:KTA"	""	
"1010054880"	"1737990105"	"1928"	"British Columbia : mining divisions"	""	"[Victoria, B.C.] : The Division"	"1 Karte"	""	""	""	""	""	"Kart. R 2340/10"	"1:KTA"	""	
"1002267277"	"1719768668"	"1928"	"La Union : Pando"	""	"[Montevideo] : Imprenta Nacional"	"1 Karte"	""	""	""	""	""	"Kart. R 17164-9,29<1928>"	"1:KTA"	""	
"879253576"	"3539171541"	"1928"	"Carta geográfica de la intendencia del Chocó"	""	"Bogotá - Republica de Colombia; Berna : Instituto Geográfico de Kümmerly & Frey"	"1 Karte"	""	""	""	""	""	"Kart. R 15316"	"1:KTA"	""	
"832618500"	"1561000019"	"1928"	""	""	"Ottawa : Topographical Survey"	"Kt."	""	""	""	""	""	"Kart. R 2068"	"1:KTA"	""	
"797509127"	"1503799166"	"1928"	""	""	"'s-Gravenhage : Topographische inrichting"	"1 Kt."	""	""	""	""	""	"Kart. R 15861-B,VII,d,6<1928>"	"1:KTA"	""	
"797508996"	"1503798860"	"1928"	""	""	"'s-Gravenhage : Topographische inrichting"	"1 Kt."	""	""	""	""	""	"Kart. R 15861-B,VII,c,6<1928>"	"1:KTA"	""	
"510550649"	"761975950"	"1928"	"Illustrierter Führer durch Leipzig und Umgebung : mit zwei Stadtplänen, einer Karte der Umgebung und 28 Abbildungen"	""	"Leipzig : Woerl"	"168, VIII S."	""	""	""	""	""	"Kart. Rf 1573/5"	"1:KTA"	""	
"418672741"	"425411834"	"1928"	"Schweiz"	""	"Berlin : Grieben-Verl."	"284, 17 S."	"15.60$jSchweiz$jÖsterreich-Ungarn$jÖsterreich$XGeschichte"	"106187422: Reise ; ID: gnd/4049275-8; 104584904: Schweiz ; ID: gnd/4053881-3"	""	""	""	"Ps 4212-24<28>"	"1"	""	
"418672741"	"453919073"	"1928"	"Schweiz"	""	"Berlin : Grieben-Verl."	"284, 17 S."	"15.60$jSchweiz$jÖsterreich-Ungarn$jÖsterreich$XGeschichte"	"106187422: Reise ; ID: gnd/4049275-8; 104584904: Schweiz ; ID: gnd/4053881-3"	""	""	""	"Kart. Rf 3255/4"	"1:KartKS"	""	
"418672741"	"425990494"	"1928"	"Schweiz"	""	"Berlin : Grieben-Verl."	"284, 17 S."	"15.60$jSchweiz$jÖsterreich-Ungarn$jÖsterreich$XGeschichte"	"106187422: Reise ; ID: gnd/4049275-8; 104584904: Schweiz ; ID: gnd/4053881-3"	""	""	""	"8'@Kart. 9081-24<1928>"	"1:KartLS"	""	
"418495254"	"425169464"	"1928"	"Das Riesengebirge mit Wintersport-Angaben"	""	"Berlin : Grieben"	"104 S., 6 Kt."	"15.46$jBrandenburg$jPreußen$jBerlin$XDeutsche Geschichte"	"10472580X: Sudeten ; ID: gnd/4118871-8; 106321048: Gebirge ; ID: gnd/4019535-1; 104394285: Geografie ; ID: gnd/4020216-1; 104564180: Schlesien ; ID: gnd/4052678-1; 104516828: Preußen ; ID: gnd/4047194-9; 104704861: Deutschland ; ID: gnd/4011882-4"	"Verfleckt"	""	"ark_2012-03-14"	"Ps 4212-81<30>"	"1"	""	
"418495254"	"641025238"	"1928"	"Das Riesengebirge mit Wintersport-Angaben"	""	"Berlin : Grieben"	"104 S., 6 Kt."	"15.46$jBrandenburg$jPreußen$jBerlin$XDeutsche Geschichte"	"10472580X: Sudeten ; ID: gnd/4118871-8; 106321048: Gebirge ; ID: gnd/4019535-1; 104394285: Geografie ; ID: gnd/4020216-1; 104564180: Schlesien ; ID: gnd/4052678-1; 104516828: Preußen ; ID: gnd/4047194-9; 104704861: Deutschland ; ID: gnd/4011882-4"	""	""	""	"Kart. Rf 3786/10"	"1:KTA"	""	
"41557093X"	"453324401"	"1928"	"Berlin und Umgebung"	""	"Berlin : Goldschmidt"	"96 S."	""	""	"Beschädigt"	""	"ark_2012-03-14"	"Ps 4212-25<65>"	"1"	""	
"41557093X"	"422293148"	"1928"	"Berlin und Umgebung"	""	"Berlin : Goldschmidt"	"96 S."	""	""	""	""	""	"Kart. Rf 957/3<1928>"	"1:KTA"	""	
"41557093X"	"1595121722"	"1928"	"Berlin und Umgebung"	""	"Berlin : Goldschmidt"	"96 S."	""	""	""	""	""	"Kart 9081-25,Beil.<1928>"	"1:KartLS"	""	
"414440013"	"458824631"	"1928"	"Reiseführer durch Andalusien : Ausführl. Handbuch f. d. Städte Málaga, Granada ... u. ihre Umgebungen, sowie d. Städte Tetuán, Tánger, Madrid"	"Koethke, Fritz"	"Malaga, Alameda : 'Bakumar' in Komm."	"160 S. 8'"	"15.66$jSpanien$jPortugal$XGeschichte"	"106395327: Andalusien ; ID: gnd/4001909-3; 104616806: Spanien ; ID: gnd/4055964-6"	"Revision 2010 Hauptmagazin"	""	""	"Qu 162/25"	"4"	""	
