"PPN"	"EPN"	"Jahr"	"Titel+Zusatz"	"Verfasser"	"Ort+Verlag"	"Umfang"	"Basisklassifikation"	"Schlagwort"	"ExKommentar4802"	"Schlagwort6800"	"Abrufzeichen8600"	"Signatur"	"Standort"	"URL"	
"1744634696"	"3835214764"	"1925"	"The League of Nations, 1925"	"Martin, Laura H."	"[Chicago] : University of Chicago Press"	"1 Karte"	""	""	""	""	""	"Kart. U 4256"	"1:KTA"	""	
"1737731185"	"3792074702"	"1925"	"Kirchenkarte [der Rheinprovinz] mit Angabe der Dioecesangrenzen und der bis 1280 gegründeten Klöster und Stifte"	""	"[Düsseldorf]"	"1 Karte"	""	""	""	""	""	"Kart. U 17980"	"1:KTA"	""	
"1725908433"	"3732135594"	"1925"	"Landwehr der Stadt Höxter"	""	"[Höxter?]"	"1 Karte"	""	""	""	""	""	"Kart. U 17946"	"1:KTA"	""	
"1690062355"	"3595394895"	"1925"	"Storia Romana : XII tavole con rispettivo testo a fronte : per la V clase gimnasiale : utile come libro di consultazione ad ogni colta persona"	"Ghisleri, Arcangelo *1855-1938* ; ID: gnd/119464667"	"Bergamo : Istituto italiano d'arti grafiche"	"1 Atlas (42 Seiten)"	""	""	"Mit Teil 1 zusammengebunden"	""	""	"4'@Kart. U 476-2"	"1:KTA"	""	
"169000374X"	"359487530X"	"1925"	"Evo moderno e contemporaneo dal 1492 al 1924 : fascicolo unico : per la 3a classe delle scuole normali e degli istituti tecnici"	"Ghisleri, Arcangelo *1855-1938* ; ID: gnd/119464667"	"Bergamo : Istituto italiano d'arti grafiche"	"1 Atlas (46 Seiten)"	""	""	""	""	""	"4'@Kart. U 476/13-[3]"	"1:KTA"	""	
"1690003723"	"3594875288"	"1925"	"Mondo Antico : fascicolo unico : con nuova tavola e testo riveduto dall'autore per la storia Greca, Romana, e degli Ebrei : pel corso inferiore dell'istituto tecnico e dell'istituto magistrale pel ginnasio (classe 1a) e per l'ammissione alla 1a classe del liceo scientifico e del liceo femminile"	"Ghisleri, Arcangelo *1855-1938* ; ID: gnd/119464667"	"Bergamo : Istituto Italiano d'arti grafiche"	"1 Atlas (34 Seiten)"	""	""	""	""	""	"4'@Kart. U 476/13-[1]"	"1:KTA"	""	
"1690002816"	"3594873323"	"1925"	"Medio evo : fascicolo unico : per la prima classe liceale, e degl'istituti tecnici e magistrali superiori : utile come libro di consultazione ad ogni colta persona"	"Ghisleri, Arcangelo *1855-1938* ; ID: gnd/119464667"	"Bergamo : Istituto italiano d'arti grafiche"	"1 Atlas (42 Seiten)"	""	""	""	""	""	"4'@Kart. U 476/13-[2]"	"1:KTA"	""	
"1689989432"	"3594837831"	"1925"	"Dal 1492 al 1789 : 15 tavole con rispettivo testo a fronte : per la seconda classe liceale, per gl 'istituti tecnici e per scuole normali utile come libro di consultazione ad ogni colta persona"	"Ghisleri, Arcangelo *1855-1938* ; ID: gnd/119464667"	"Bergamo : Istituto italiano d'arti grafiche"	"1 Atlas (39 Seiten)"	""	""	"Mit Teil 2 zusammengebunden"	""	""	"4'@Kart. U 476-1"	"1:KTA"	""	
"1671025148"	"3505842699"	"1925"	"Über den Plan zu einem historischen Atlas der Provinz Pommern : Denkschrift der Histor. Kommission f. d. Prov. Pmmern vorgelegt"	"Curschmann, Fritz *1874-1946* ; ID: gnd/116766255"	"[Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]"	"5 Seiten"	""	""	""	""	""	"4'@Kart. U 17344"	"1:KTA"	""	
"885104838"	"1681024411"	"1925"	"Rhein und Reich : 8 Kartenbilder zur Geschichte Westdeutschlands"	""	"Berlin : Safari-Verl."	"8 Karten auf 1 Blatt"	""	""	""	""	""	"Kart. U 15286"	"1:KTA"	""	
"630772355"	"1170692206"	"1925"	"Europa von der Mitte des XIII. bis Ende des XIV. Jahrhunderts"	""	"Gotha : Perthes"	"1 Kt."	""	""	""	"Provenienz: Justus Perthes Verlag; |k| Justus Perthes Verlag <Gotha>"	""	"Kart. U 10560"	"1:KTA"	""	
"62744749X"	"1165359154"	"1925"	"Europa im VI. Jahrhundert"	""	"Gotha : Perthes"	"1 Kt."	""	""	""	"Provenienz: Justus Perthes Verlag; |k| Justus Perthes Verlag <Gotha>"	""	"Kart. U 10390"	"1:KTA"	""	
"390131873"	"655207805"	"1925"	"Südosteuropa : historisch-geographischer Überblick"	""	"[Deutschland?] : [Verlag nicht ermittelbar]"	"1 Band (15 Blätter)"	""	""	""	""	""	"4'@Kart. U 11170"	"1:KTA"	""	
"378769618"	"4014513297"	"1925"	"Geschichtlicher Plan des Stadtgebietes Hannover mit den angrenzenden Gemeinden"	""	"[Hannover] : Pokrantz"	"1 Kt"	""	""	""	""	""	"Kart. U 17783/1"	"1:KTA"	""	
"371623626"	"597842108"	"1925"	"Das Zeitalter der Entdeckungen"	""	"Gotha : Perthes"	"1 Kt."	"15.22$jGeschichte der Entdeckungen"	""	""	""	""	"Kart. Wk 5"	"1:KTA"	""	
"371623626"	"1170515258"	"1925"	"Das Zeitalter der Entdeckungen"	""	"Gotha : Perthes"	"1 Kt."	"15.22$jGeschichte der Entdeckungen"	""	""	"Provenienz: Justus Perthes Verlag; |k| Justus Perthes Verlag <Gotha>"	""	"Kart. U 4682<a>"	"1:KTA"	""	
"334103207"	"51666302X"	"1925"	"Tabula viarum romani imperii"	""	"Roma"	"1 Kt."	"55.01$jGeschichte des Verkehrswesens; 55.84$jStraßenverkehr"	"106082094: Römisches Reich ; ID: gnd/4076778-4; 106149229: Straße ; ID: gnd/4057883-5; "	""	""	""	"Kart. U 3018"	"1:KTA"	""	
"217002862"	"1760125164"	"1925"	"Marken in Utrecht : [text bij kaart 6]"	"Bussy, Arthur le Cosquino$cde ; ID: gnd/1157578403"	"s'Gravenhage : Nijhoff"	"XIV, 128 S."	""	""	""	""	""	"8'@Kart. U 13080-6,4"	"1:KTA"	""	
"217002536"	"1760124923"	"1925"	"Marken in Gelderland : [tekst bij kaart 6[,3]]"	"Martens van Sevenhoven, Anthony Hendrik *1880-1952* ; ID: gnd/1193094380"	"s'Gravenhage : Nijhoff"	"XI, 183 S."	""	""	""	""	""	"8'@Kart. U 13080-6,3"	"1:KTA"	""	
"129464414"	"242419240"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	"Revision, Listennachbearb. 2012 IIE; Format gepr. 06/12"	""	"ark_2012-03-14"	"Rx 409"	"1"	""	
"129464414"	"1309635323"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	"Revision, Listennachbearb. 2012 IIE; Format gepr. 06/12"	""	""	"4'@Rx 409"	"1"	""	
"129464414"	"242419259"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	"Revision 2012 IIE"	""	""	"Rx 409<a>"	"1"	""	
"129464414"	"1309636486"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	"Revision 2012 IIE"	""	""	"4'@Rx 409<a>"	"1"	""	
"129464414"	"1658213734"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	""	""	"ark_2017-04-21"	""	""	""	
"129464414"	"242419267"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	""	""	""	"8'@Kart. N 10210"	"1:KTA"	""	
"129464414"	"417557035"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	""	""	""	"Kart.U 15290"	"1:KTA"	""	
"129464414"	"417557043"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	"Revision 2012 IIE"	""	""	"Rx 409/1"	"1"	""	
"129464414"	"1309638845"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	"Revision 2012 IIE"	""	""	"4'@Rx 409/1"	"1"	""	
"129464414"	"397089848X"	"1925"	"Volk und Reich : politische Monatshefte"	""	"Berlin : Volk u. Reich-Verl."	""	"89.00; 15.40$jDeutsche Geschichte: Allgemeines"	"; "	""	""	""	"8'@Kart. N 10396"	"1:KTA"	""	
"037893017"	"950793116"	"1925"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"2'@Kart. U 545-5"	"1:KTA"	""	
"037893017"	"117091831X"	"1925"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"2'@Kart. U 544-5"	"1:KTA"	""	
"037893017"	"4181007332"	"1925"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"4'@Kart. U 544/1-5"	"1:KTA"	""	
"037893017"	"4181007340"	"1925"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"4'@Kart. U 544/1-5<a>"	"1:KTA"	""	
"037892975"	"453929664"	"1925"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"2'@Kart. U 545-1"	"1:KTA"	""	
"037892975"	"1170903738"	"1925"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"2'@Kart. U 544-1"	"1:KTA"	""	
"037892975"	"4181006883"	"1925"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"4'@Kart. U 544/1-1"	"1:KTA"	""	
"1814323988"	"4179292866"	"1924"	"The Cambridge Modern History : Atlas"	""	"Cambridge : Univ. Press"	"1 Atlas (141 Blätter)"	""	""	""	""	""	"8'@Kart. U 1800<2>"	"1:KTA"	""	
"1807770176"	"4156250547"	"1924"	"Globuskarte des Giovanni Verrazano vom Jahre 1530"	""	"München : Ludwig Rosenthal"	"1 Karte"	""	""	""	""	""	"Kart. U 3574"	"1:KTA"	""	
"1785403788"	"4032709092"	"1924"	"Philips' atlas of the New Testament"	"Stirling, John F. ; ID: gnd/1147052913"	"London : G. Philip & Son"	"27, 29 Seiten"	""	""	""	""	""	"8'@Kart. U 7124"	"1:KTA"	""	
"1767932812"	"3971341608"	"1924"	"An historical atlas of modern Europefrom 1789 to 1914 with an historical and explanatory text"	""	"Oxford : University Press"	"1 Atlas (42 Seiten)"	""	""	""	""	""	"2'@Kart. U 10082<2>"	"1:KTA"	""	
"1759138363"	"393206304X"	"1924"	"F. W. Putzgers historischer Schulatlas"	""	"Aarau : H. R. Sauerländer"	"1 Atlas (172 Seiten)"	""	"106317695: Geschichtsunterricht ; ID: gnd/4020533-2; 104584904: Schweiz ; ID: gnd/4053881-3"	""	""	""	"4'@Kart. U 451/5"	"1:KTA"	""	
"1756600058"	"3919849620"	"1924"	"Bible Atlas : a manual of biblical geography and history ..."	""	"Chicago : Rand Mc. Nally & Co."	"1 Atlas (30 Blätter)"	""	""	""	""	""	"4'@Kart. U 7105<2>"	"1:KTA"	""	
"1744346291"	"3834289981"	"1924"	"Maroc au 1:1.500.000 : les étapes de l'occupation Française"	""	"Rabat : $hService Geographique du Maroc"	"1 Karte"	""	""	""	""	""	"Kart. U 5803"	"1:KTA"	""	
"1690062118"	"3595394437"	"1924"	"Oriente e Grecia : XIII tavole con relativo testo a fronte : per la IV clase gimnasiale : utile come libro di consultazione ad ogni colta persona"	"Ghisleri, Arcangelo *1855-1938* ; ID: gnd/119464667"	"Bergamo : Istituto italiano d'arti grafiche"	"1 Atlas (42 Seiten)"	""	""	"Mit Teil 2 zusammengebunden"	""	""	"4'@Kart. U 476-1"	"1:KTA"	""	
"1689990872"	"3594841928"	"1924"	"Dal 1789 al 1923 : 16 tavole con relativo testo a fronte per la teerza classe liceale"	"Ghisleri, Arcangelo *1855-1938* ; ID: gnd/119464667"	"Bergamo : Istituto italiano d'arti grafiche"	"1 Atlas (Seite 51-84)"	""	""	"Mit Teil 1 zusammengebunden"	""	""	"4'@Kart. U 476-2"	"1:KTA"	""	
"1677112778"	"3516093986"	"1924"	"La carte de Christophe Colomb"	"La Roncière, Charles B.$cde *1870-1941* ; ID: gnd/101409109"	"Paris : E. Champion"	"40, 40 Spalten"	""	""	""	""	""	"2'@Kart. U 3464"	"1:KTA"	""	
"1672326346"	"3509342208"	"1924"	"Orbem terrarum in planam et maria omnia mappam Europam, Lybiam atque Asiam Antipodesque redegit ... Janus Matheus ... Contarenus ... arte et ingenio Francisci Roselli Florentini, 1506 notum : [Bucht.] A map of the World designed by Gio. Matteo Contarini engraved by Fran. Roselli"	""	"London : B. Quaritch"	"1 Karte"	""	""	""	""	""	"4'@Kart. U 3526/20"	"1:KTA"	""	
"1672326346"	"3509414675"	"1924"	"Orbem terrarum in planam et maria omnia mappam Europam, Lybiam atque Asiam Antipodesque redegit ... Janus Matheus ... Contarenus ... arte et ingenio Francisci Roselli Florentini, 1506 notum : [Bucht.] A map of the World designed by Gio. Matteo Contarini engraved by Fran. Roselli"	""	"London : B. Quaritch"	"1 Karte"	""	""	""	""	""	"4'@Kart. U 3526/20<a>"	"1:KTA"	""	
"1403871167"	"3518142666"	"1924"	"Die Weltkarte des Pierre Desceliers von 1553"	"Oberhummer, Eugen *1859-1944* ; ID: gnd/117076376"	"[S.l.]"	"S. 403 - 406"	""	""	""	""	""	"2'@Kart. U 3584"	"1:KTA"	""	
"1043360441"	"1832102459"	"1924"	"Lettland ums Jahr 1250"	""	""	"1 Karte"	""	""	""	""	""	"Kart. U 18806"	"1:KTA"	""	
"582319803"	"1624520790"	"1924"	"Atlas scripturae sacrae : 10 tabulae geographicae ; cum indice locorum scripturae sacrae vulgatae editionis, scriptorum ecclesiasticorum et ethnicorum"	""	"Friburgi Brisgoviae : Herder"	"1 Atlas (10 Blätter)"	""	""	""	""	""	"4'@Kart. U 7082<3>"	"1:KTA"	""	
"582319803"	"3980219860"	"1924"	"Atlas scripturae sacrae : 10 tabulae geographicae ; cum indice locorum scripturae sacrae vulgatae editionis, scriptorum ecclesiasticorum et ethnicorum"	""	"Friburgi Brisgoviae : Herder"	"1 Atlas (10 Blätter)"	""	""	""	""	""	"4'@Kart. U 7082<3,a>"	"1:KTA"	""	
"578309335"	"892413409"	"1924"	"Übersicht der weltgeschichtlichen Entwickelung auf geographischer Grundlage : Hilfsbuch zu Putzgers Historischem Schulatlas"	""	"Bielefeld [u.a.] : Velhagen & Klasing"	"44 S."	""	""	""	""	""	"8'@Kart. U 450/5"	"1:KTA"	""	
"476619998"	"69215227X"	"1924"	"Die Entwicklung des deutschen Reiches und Frankreichs von 843 bis zur Gegenwart in graphischer Darstellung"	""	"Frankfurt a. M. : Ruppert"	"1 Kt."	""	""	""	""	""	"Kart. U 10202"	"1:KTA"	""	
"41584231X"	"422211176"	"1924"	"Evo moderno"	""	""	""	"74.19$jEuropa$XGeographie; 15.62$jSkandinavien$jNordeuropa$XGeschichte"	"104394285: Geografie ; ID: gnd/4020216-1; 104598832: Dänemark ; ID: gnd/4010877-6; 106159119: Skandinavien ; ID: gnd/4055209-3"	""	""	"ark_2016-06-21"	"4'@Kart. U 540-3"	"1:KTA"	""	
"406473943"	"444125949"	"1924"	"W. & A. K. Johnston's Historical Atlas of British and world history : Index to place-names"	""	"Edinburgh; London : W. & A.K. Johnston"	"1 Atlas (12 Blätter, XV Seiten)"	""	""	""	""	""	"Kart. U 542"	"1:KTA"	""	
"21700279X"	"1760124109"	"1924"	"Marken in Overijsel : [tekst bij kaart 6[,2]]"	"Engelen van der Veen, Gerrit A.$cvan *1884-1933* ; ID: gnd/1055208968"	"s'Gravenhage : Nijhoff"	"XI, 165 S."	""	""	""	""	""	"8'@Kart. U 13080-6,2"	"1:KTA"	""	
"136797253"	"3999975873"	"1924"	"Soviet Russia : a description of the various political units existing on Russian territory : <With 2 maps>"	""	"London"	"22 S."	""	""	""	""	""	"8'@Kart. U 18785"	"1:KTA"	""	
"136441858"	"1760102709"	"1924"	"De eerste reizen der Nederlanders naar de op bijbehoorende kaart aangeduide landen en eilanden : [Tekst bij kaart 19[,1]]"	"Meyjes, Reinier P. *1860-1939* ; ID: gnd/1055205683"	"s'Gravenhage : Nijhoff"	"VIII, 59 S."	""	""	""	""	""	"8'@Kart. U 13080-17(1)"	"1:KTA"	""	
"136439772"	"1760096490"	"1924"	"Oudheidkundige kaart van Nederland : [tekst bij kaart 1]"	"Holwerda, J. H. *1873-1951* ; ID: gnd/116971118"	"s'Gravenhage : Nijhoff"	"XII, 77 S."	""	""	""	""	""	"8'@Kart. U 13080-1"	"1:KTA"	""	
"136439756"	"1759510149"	"1924"	""	"Holwerda, J. H. *1873-1951* ; ID: gnd/116971118"	"'S.Gravenhage : Nijhoff"	"8 Blatt"	""	""	""	""	""	"2'@Kart. U 13080-1"	"1:KTA"	""	
"1816920738"	"4189936014"	"1923"	"Frankreichs Länderraub seit 1000 Jahren"	"Vogel, Walther *1880-1938* ; ID: gnd/11746435X"	"Berlin : Deutscher Schutzbund; [Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]"	"10 Karten auf 1 Blatt"	""	""	""	""	""	"8'@Kart. U 12401"	"1:KTA"	""	
"1816920525"	"4189935646"	"1923"	"Frankreichs Länderraub seit 1000 Jahren"	"Vogel, Walther *1880-1938* ; ID: gnd/11746435X"	"Berlin : Deutscher Schutzbund"	"10 Karten auf 1 Blatt"	""	""	""	""	""	"Kart. U 12400"	"1:KTA"	""	
"1797419129"	"4111785700"	"1923"	"Paul Dernschwams Reise 1553-1555"	""	"[Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]"	"1 Karte"	""	""	"Nachlass Kiepert No. 1400"	""	""	"Kart. U 5050"	"1:KTA"	""	
"1779765118"	"4008801197"	"1923"	"Historical Atlas"	""	"New York : H. Holt & Co."	"1 Atlas (216 Blätter)"	""	""	""	""	""	"8'@Kart. U 502<3>"	"1:KTA"	""	
"1755581971"	"3914120762"	"1923"	"A map of Europe to illustrate territorial changes since 1914 : edited by George Philip under the auspices of the League of nations union"	"Philip, George *1870-1937* ; ID: gnd/1055164049"	"London : George Philip & Son"	"4 Karten"	""	""	""	""	""	"Kart. U 10940"	"1:KTA"	""	
"1752043049"	"3892542473"	"1923"	"A new school atlas of modern history : a series of 52 plates, containing 130 coloured maps & diagrams, with an introduction ..."	""	"London : George Philip & Son"	"1 Atlas (48 Seiten)"	""	""	""	""	""	"4'@Kart. U 1789"	"1:KTA"	""	
"1752041291"	"3892539294"	"1923"	"Philips new historical atlas for students : a series of 69 plates, containing 164 coloured maps and diagrams, with an introduction illustrated by 43 maps and plans in black and white"	""	"London : George Philip & Son, Ltd"	"1 Atlas (160 Seiten)"	""	""	""	""	""	"8'@Kart. U 507"	"1:KTA"	""	
"1727789814"	"3742834770"	"1923"	"Alsace et Lorraine : situation politique et administrative en 1914 : limites départementales (antres et postres à 1814)"	""	"Paris : E. Champion"	"1 Karte"	""	""	""	""	""	"Kart. U 15355"	"1:KTA"	""	
"1727789814"	"3742834789"	"1923"	"Alsace et Lorraine : situation politique et administrative en 1914 : limites départementales (antres et postres à 1814)"	""	"Paris : E. Champion"	"1 Karte"	""	""	""	""	""	"4'@Kart. U 15355"	"1:KTA"	""	
"1726728269"	"3737922071"	"1923"	"Imperia Persarum et Macedonum in usum scholarum descripta ab Henrico Kiepert"	""	"Berlin : D. Reimer"	"3 Karten"	""	""	""	""	""	"Kart. U 2392"	"1:KTA"	""	
"1726623092"	"3736218249"	"1923"	"Orbis terrarum antiqui tabula geographica ad illustrandam potissimum antiquissimi aevi usque ad Alexandrium M. historiam"	"Kiepert, Heinrich *1818-1899* ; ID: gnd/116168862"	"Berolini : D. Reimer"	"1 Karte auf 3 Blättern"	""	""	""	""	""	"Kart. U 2394"	"1:KTA"	""	
"1726620689"	"3736213549"	"1923"	"Graeciae antiquae tabula in usum scholarum descripta"	"Kiepert, Heinrich *1818-1899* ; ID: gnd/116168862"	"Berolini : Ditericus Reimer"	"1 map on 9 sheets"	""	""	""	""	""	"Kart. U 22366<12>"	"1:KTA"	""	
"1018164812"	"1764118308"	"1923"	"Atlas ot 20 karti za izučvane obšča i B'algarska istorija : v'av vtori i treti klas na narodnite progimnaziy"	""	"Plovdiv : Knigoizdatelstvo Chr. G. Danov"	"1 Atlas ([11] Blätter)"	""	""	""	""	""	"8'@Kart. U 21687"	"1:KTA"	""	
"578307979"	"892409150"	"1923"	"F. W. Putzgers Historischer Schul-Atlas zur alten, mittleren und neuen Geschichte : in 75 Haupt- und Nebenkarten"	"Putzger, Friedrich Wilhelm *1849-1913* ; ID: gnd/124215408"	"Bielefeld [u.s.] : Velhagen & Klasing"	"44 S."	""	""	""	""	""	"8'@Kart. U 451<2>"	"1:KTA"	""	
"575046465"	"888585500"	"1923"	"Westermanns Atlas der Weltgeschichte"	""	"Braunschweig [u.a.] : Westermann"	"V, 23 S., 23 Taf."	""	"106317695: Geschichtsunterricht ; ID: gnd/4020533-2; 104704861: Deutschland ; ID: gnd/4011882-4"	""	"Provenienz: Podschadli, Edwin; |p| Podschadli, Edwin"	""	"8'@Kart. U 538"	"1:KTA"	""	
"492845115"	"4189935336"	"1923"	"Frankreichs Länderraub seit 1000 Jahren"	"Vogel, Walther *1880-1938* ; ID: gnd/11746435X"	"Berlin : Deutscher Schutzbund"	"10 Karten"	""	""	""	""	""	"8'@Kart. U 12402"	"1:KTA"	""	
"415842298"	"42221115x"	"1923"	"Evo antico"	""	""	""	"74.19$jEuropa$XGeographie; 15.62$jSkandinavien$jNordeuropa$XGeschichte"	"104394285: Geografie ; ID: gnd/4020216-1; 104598832: Dänemark ; ID: gnd/4010877-6; 106159119: Skandinavien ; ID: gnd/4055209-3"	""	""	"ark_2016-06-21"	"4'@Kart. U 540-1"	"1:KTA"	""	
"415512735"	"422211141"	"1923"	"Atlante storico : M(ario) Baratta, P(linio) Fraccaro (, 3: Luigi Visintin)"	"Baratta, Mario"	"Novara : Ist. geografico de Agostini"	"4'"	"74.19$jEuropa$XGeographie; 15.62$jSkandinavien$jNordeuropa$XGeschichte"	"104394285: Geografie ; ID: gnd/4020216-1; 104598832: Dänemark ; ID: gnd/4010877-6; 106159119: Skandinavien ; ID: gnd/4055209-3"	""	""	"ark_2016-06-21"	"4'@Kart. U 540"	""	""	
"386714991"	"1100483500"	"1923"	"F. W. Putzgers historischer Schul-Atlas : Große Ausgabe"	"Putzger, Friedrich Wilhelm *1849-1913* ; ID: gnd/124215408"	"Bielefeld u.a. : Velhagen & Klasing"	"168 S."	""	""	""	"Provenienz: Podschadli, Edwin; |p| Podschadli, Edwin"	""	"4'@Kart. U 450<44>"	"1:KTA"	""	
"218953984"	"445944439"	"1923"	"Römerstrassen der Rheinprovinz"	"Hagen, Josef *1877-1938* ; ID: gnd/14362945X"	"Bonn [u.a.] : Schroeder"	"VII, 288 S."	"15.67$jItalien$XGeschichte; 15.28$jRömisches Reich; 15.19$jVor- und Frühgeschichte; 15.40$jDeutsche Geschichte: Allgemeines"	"106149180: Straßennetz ; ID: gnd/4057912-8; 105168556: Altertümer ; ID: gnd/4201096-2; 106283235: Italien ; ID: gnd/4027833-5; 104826169: Römerzeit ; ID: gnd/4076769-3; 10607590X: Vor- und Frühgeschichte ; ID: gnd/4078951-2; 106318292: Germanen ; ID: gnd/4020378-5; 104704861: Deutschland ; ID: gnd/4011882-4"	""	""	"ark_2016-06-19"	"Th 92-12,Erl.,8"	"1"	""	
"218953984"	"861697219"	"1923"	"Römerstrassen der Rheinprovinz"	"Hagen, Josef *1877-1938* ; ID: gnd/14362945X"	"Bonn [u.a.] : Schroeder"	"VII, 288 S."	"15.67$jItalien$XGeschichte; 15.28$jRömisches Reich; 15.19$jVor- und Frühgeschichte; 15.40$jDeutsche Geschichte: Allgemeines"	"106149180: Straßennetz ; ID: gnd/4057912-8; 105168556: Altertümer ; ID: gnd/4201096-2; 106283235: Italien ; ID: gnd/4027833-5; 104826169: Römerzeit ; ID: gnd/4076769-3; 10607590X: Vor- und Frühgeschichte ; ID: gnd/4078951-2; 106318292: Germanen ; ID: gnd/4020378-5; 104704861: Deutschland ; ID: gnd/4011882-4"	""	""	""	"Kart. U 17978"	"1:KTA"	""	
"136440924"	"1760130893"	"1923"	"De bisdommen Munster, Keulen en Luik : [tekst bij kaart 9[,3]]"	"Veen, Jacobus Simon$cvan ; ID: gnd/17412242X"	"s'Gravenhage : Nijhoff"	"VIII, 118 S."	""	""	""	""	""	"8'@Kart. U 13080-9,2"	"1:KTA"	""	
"052869776"	"892412445"	"1923"	"F. W. Putzgers Historischer Schul-Atlas"	""	"Bielefeld [u.a.] : Velhagen & Llasing"	"168 S."	"15.20$jAllgemeine Weltgeschichte"	""	""	""	""	"4'@Kart. U 450<44, and. Dr.>"	"1:KTA"	""	
"1800470517"	"4124810997"	"1922"	"Karta na Palestina ... : geografičeska karta na novoto i vemchi zavěd ..."	""	"Sofija : P. Toškov"	"1 Karte"	""	""	""	""	""	"Kart. U 8940"	"1:KTA"	""	
"1775619664"	"3996957300"	"1922"	"Karte der Orts- und Flurnamen der Insel Föhr"	"Schmidt Petersen, Jürgen *1860-* ; ID: gnd/129812714"	"Husum : Delff"	"1 Karte"	""	""	""	""	""	"Kart. U 17691"	"1:KTA"	""	
"1750544997"	"3882235438"	"1922"	"Geschichts-Atlas, insbesondere zu den Lehrbüchern der Geschichte von Friedr. Neubauer : für den Geschichtsunterricht in Quarta bis Untersekunda"	"Neubauer, Friedrich *1861-1953* ; ID: gnd/117010332"	"Halle a. d. S : Buchh. d. Waisenbauses"	""	""	""	""	""	""	"8'@Kart. U 487<18>"	"1:KTA"	""	
"1031029672"	"1806172976"	"1922"	"Wandkarte zur Geschichte der Völkerwanderung (einschliesslich der Araber und Normannen)"	"Baldamus, Alfred"	"Leipzig : H. Klasing & Co; Leipzig : G. Lang"	"1 Kt.; [mit 3 Nebenkt.]"	""	""	""	""	""	"Kart. U 3820"	"1:KTA"	""	
"564880132"	"3932088255"	"1922"	"F. W. Putzgers historischer Schul-Atlas zur alten, mittleren und neuen Geschichte : in 290 Haupt- und Nebenkarten"	""	"Bielefeld; Leipzig : Velhagen & Klasing"	"VI S. Titel u. Inh.-Verz., 40 doppelte Kt.-Bl. u. Kt.-S. 41 - 48 (teilkolor., doppels. Kt. mehrfarb.)"	""	"106317695: Geschichtsunterricht ; ID: gnd/4020533-2; 104704861: Deutschland ; ID: gnd/4011882-4"	""	""	""	"4'@Kart. U 450<43>"	"1:KTA"	""	
"492146993"	"1661905498"	"1922"	"Historical atlas of South Africa"	"Walker, Eric A. *1886-1976* ; ID: gnd/10434718X"	"London [u.a. ] : Milford; : Oxford Universtiy Press"	"26 S., 26 Bl."	""	""	""	""	""	"2'@Kart. U 6457"	"1:KTA"	""	
"37701415X"	"353860679X"	"1922"	"Tilmann Stellas Karten von Palästina"	"Ernst, Gustav *1869-1929* ; ID: gnd/124181422"	"[s.l.]"	"[1] Bl"	""	""	""	""	""	"4'@Kart. U 8171"	"1:KTA"	""	
"321626265"	"1759521795"	"1922"	""	""	"s'Gravenhage : Nijhoff"	""	""	""	""	""	""	"2'@Kart. U 13080-1"	"1:KTA"	""	
